Date,City,District,Amount,Currency,Property,Seller,Area,Rooms,Bathrooms,Parking,Garden,Balcony,Terrace,Floor,New,Estate,Townhouse,Apartment,Land,Studio,Title,Description
2022-10-31,kraków,biezanow,983816.02,pln,flat,realtor,100.65,6,,,False,False,False,False,False,False,False,False,False,False,Flat | 6 rooms | 100m² | Biezanow,Well-maintained property in great location
2024-02-29,kraków,czyzyny,1293446.94,pln,house,realtor,277.34,5,2.0,garage,False,False,False,True,False,False,False,False,False,False,House | 5 rooms | 277m² | Czyzyny,Well-maintained property in great location
2023-01-20,kraków,bienczyce,501966.53,pln,flat,realtor,42.71,2,,,False,True,False,False,True,False,False,False,True,False,Flat | 2 rooms | 42m² | Bienczyce,"Beautiful property with balcony, new construction"
2024-11-17,kraków,pradnik czerwony,707600.58,pln,flat,realtor,86.81,3,1.0,street,False,False,False,False,False,True,False,False,False,False,Flat | 3 rooms | 86m² | Pradnik Czerwony,Well-maintained property in great location
2022-06-01,kraków,,754724.0,pln,flat,realtor,61.78,3,1.0,,False,False,False,False,False,False,True,False,False,False,Flat | 3 rooms | 61m²,
2022-08-01,kraków,wzgorza krzeslawickie,616452.43,pln,flat,realtor,36.85,1,,,False,True,False,True,False,False,False,False,False,False,Flat | 1 rooms | 36m² | Wzgorza Krzeslawickie,
2022-07-28,kraków,,677471.52,pln,flat,realtor,60.87,3,1.0,,False,False,False,True,False,False,False,False,True,False,Flat | 3 rooms | 60m²,
2024-01-09,,,809685.61,pln,flat,realtor,25.18,1,,garage,False,False,False,False,False,False,False,True,False,False,Flat | 1 rooms | 25m²,Well-maintained property in great location
2024-02-23,,,695688.47,pln,flat,realtor,40.93,1,,no parking,False,False,True,True,False,True,False,False,False,False,Flat | 1 rooms | 40m²,Beautiful property with terrace
2023-09-11,kraków,zwierzyniec,1114781.88,pln,flat,realtor,62.69,3,,,False,False,False,False,True,False,True,False,False,False,Flat | 3 rooms | 62m² | Zwierzyniec,Beautiful property with new construction
2023-07-09,kraków,podgorze,971714.22,pln,flat,realtor,139.66,4,,garage,False,False,False,False,False,False,False,False,False,False,Flat | 4 rooms | 139m² | Podgorze,
2023-10-04,kraków,zwierzyniec,786665.85,pln,flat,realtor,44.58,2,1.0,garage,False,False,False,False,False,True,False,False,False,False,Flat | 2 rooms | 44m² | Zwierzyniec,Well-maintained property in great location
2023-10-11,kraków,,792968.57,pln,flat,realtor,43.88,2,1.0,,True,False,False,False,False,False,False,False,False,False,Flat | 2 rooms | 43m²,Beautiful property with garden
2022-02-05,kraków,krowodrza,866966.96,pln,flat,realtor,53.92,2,,no parking,False,True,False,False,True,False,True,False,False,False,Flat | 2 rooms | 53m² | Krowodrza,"Beautiful property with balcony, new construction"
2022-11-19,kraków,,949626.9,pln,flat,realtor,70.36,3,,street,False,False,True,True,False,False,False,False,False,False,Flat | 3 rooms | 70m²,
2023-10-13,kraków,pradnik czerwony,783151.93,pln,flat,realtor,40.95,2,1.0,,False,True,False,False,False,False,True,False,False,False,Flat | 2 rooms | 40m² | Pradnik Czerwony,Beautiful property with balcony
2022-12-19,kraków,borek falecki,525332.24,pln,flat,realtor,28.85,1,1.0,,False,False,False,True,False,False,False,False,True,False,Flat | 1 rooms | 28m² | Borek Falecki,Well-maintained property in great location
2024-11-19,kraków,debniki,836156.3,pln,flat,realtor,116.11,4,,garage,False,False,False,False,False,False,False,False,True,False,Flat | 4 rooms | 116m² | Debniki,Well-maintained property in great location
2022-03-31,kraków,debniki,841535.7,pln,flat,realtor,80.94,4,2.0,,False,True,False,False,False,False,False,False,False,False,Flat | 4 rooms | 80m² | Debniki,Beautiful property with balcony
2022-07-13,,,785574.49,pln,flat,realtor,39.52,2,,,False,False,False,False,False,False,False,False,False,False,Flat | 2 rooms | 39m²,Well-maintained property in great location
2022-11-11,,biezanow,722281.06,pln,flat,realtor,26.61,1,1.0,,False,False,False,True,False,False,False,True,False,False,Flat | 1 rooms | 26m² | Biezanow,
2023-11-01,kraków,krowodrza,870374.89,pln,flat,realtor,49.79,1,,garage,False,True,False,True,False,False,True,False,False,False,Flat | 1 rooms | 49m² | Krowodrza,
2024-03-06,kraków,borek falecki,633034.49,pln,flat,realtor,28.6,1,1.0,street,False,True,False,True,False,True,False,True,True,False,Flat | 1 rooms | 28m² | Borek Falecki,Beautiful property with balcony
2024-03-05,kraków,,629025.75,pln,flat,realtor,47.68,1,1.0,garage,False,False,False,False,True,True,False,False,False,False,Flat | 1 rooms | 47m²,
2023-08-30,kraków,,657133.01,pln,flat,owner,81.74,3,,garage,False,True,False,False,True,False,False,False,False,False,Flat | 3 rooms | 81m²,
2022-05-11,kraków,,677103.29,pln,flat,realtor,53.56,2,,garage,False,False,False,True,False,False,False,False,False,False,Flat | 2 rooms | 53m²,Well-maintained property in great location
2022-08-18,kraków,podgorze duchackie,583592.53,pln,flat,owner,59.68,3,1.0,,False,False,False,False,True,False,False,True,False,False,Flat | 3 rooms | 59m² | Podgorze Duchackie,Beautiful property with new construction
2024-12-14,kraków,,924359.32,pln,flat,realtor,65.12,3,1.0,,False,False,True,False,False,False,False,False,False,False,Flat | 3 rooms | 65m²,Beautiful property with terrace
2022-02-12,kraków,swoszowice,747044.12,pln,flat,,86.81,3,1.0,,False,True,False,False,False,False,False,False,True,False,Flat | 3 rooms | 86m² | Swoszowice,Beautiful property with balcony
2024-03-22,kraków,,577125.88,pln,flat,,34.35,1,,garage,False,False,False,True,True,False,False,False,False,False,Flat | 1 rooms | 34m²,Beautiful property with new construction
2022-01-04,,stare miasto,793589.84,pln,flat,owner,102.86,6,,garage,True,True,False,False,False,True,False,False,False,True,Flat | 6 rooms | 102m² | Stare Miasto,"Beautiful property with garden, balcony"
2022-05-08,kraków,,435374.86,pln,flat,owner,23.98,1,1.0,,False,False,False,False,False,False,False,False,False,False,Flat | 1 rooms | 23m²,Well-maintained property in great location
2023-02-28,,podgorze,817038.01,pln,flat,realtor,68.18,2,1.0,garage,False,True,False,True,False,False,False,False,False,False,Flat | 2 rooms | 68m² | Podgorze,Beautiful property with balcony
2022-06-20,kraków,borek falecki,396986.37,pln,flat,realtor,20.69,1,1.0,no parking,False,False,False,True,False,False,False,False,True,False,Flat | 1 rooms | 20m² | Borek Falecki,
2024-07-20,kraków,zwierzyniec,849291.88,pln,flat,realtor,31.39,1,,,False,False,False,True,False,False,False,False,False,False,Flat | 1 rooms | 31m² | Zwierzyniec,Well-maintained property in great location
2022-11-18,kraków,,686749.68,pln,flat,realtor,83.78,3,1.0,,True,False,False,False,True,False,False,False,True,False,Flat | 3 rooms | 83m²,"Beautiful property with garden, new construction"
2023-01-18,kraków,mistrzejowice,972781.04,pln,house,realtor,69.78,3,2.0,,False,True,False,False,True,False,True,False,False,False,House | 3 rooms | 69m² | Mistrzejowice,"Beautiful property with balcony, new construction"
2024-04-11,,biezanow,588130.69,pln,flat,realtor,33.77,2,,,False,True,False,False,False,False,False,False,False,False,Flat | 2 rooms | 33m² | Biezanow,Beautiful property with balcony
2022-01-13,kraków,podgorze,822078.41,pln,house,realtor,40.0,2,1.0,garage,False,False,True,False,True,False,True,False,False,False,House | 2 rooms | 40m² | Podgorze,
2024-06-29,,,921631.25,pln,flat,realtor,37.36,2,1.0,,False,False,True,True,False,False,False,False,False,False,Flat | 2 rooms | 37m²,Beautiful property with terrace
2023-05-21,kraków,,801568.31,pln,flat,realtor,52.9,3,2.0,no parking,False,True,False,True,False,False,False,False,False,False,Flat | 3 rooms | 52m²,
2024-03-11,kraków,wzgorza krzeslawickie,792720.98,pln,flat,realtor,51.6,3,1.0,garage,False,False,False,False,False,False,True,True,False,False,Flat | 3 rooms | 51m² | Wzgorza Krzeslawickie,Well-maintained property in great location
2022-10-11,kraków,,772192.49,pln,flat,realtor,22.71,1,1.0,street,True,True,False,True,True,False,False,True,False,False,Flat | 1 rooms | 22m²,"Beautiful property with garden, balcony, new construction"
2024-06-10,kraków,,823833.63,pln,flat,realtor,51.78,2,1.0,,False,False,True,False,True,False,True,False,False,False,Flat | 2 rooms | 51m²,"Beautiful property with terrace, new construction"
2024-08-31,kraków,borek falecki,704788.39,pln,flat,realtor,50.95,2,1.0,,False,True,False,False,False,True,False,False,True,False,Flat | 2 rooms | 50m² | Borek Falecki,Beautiful property with balcony
2022-02-14,kraków,swoszowice,581890.1,pln,flat,realtor,33.6,1,1.0,garage,True,False,False,False,False,False,False,False,False,False,Flat | 1 rooms | 33m² | Swoszowice,Beautiful property with garden
2023-08-06,kraków,,723159.54,pln,flat,realtor,47.86,2,1.0,no parking,False,True,False,False,True,False,False,True,True,False,Flat | 2 rooms | 47m²,"Beautiful property with balcony, new construction"
2023-08-15,kraków,stare miasto,754593.12,pln,flat,realtor,23.76,1,1.0,street,False,False,False,False,False,False,False,False,False,False,Flat | 1 rooms | 23m² | Stare Miasto,Well-maintained property in great location
2023-08-23,kraków,bienczyce,552490.05,pln,house,realtor,40.0,2,,street,True,False,False,True,False,False,False,False,False,False,House | 2 rooms | 40m² | Bienczyce,Beautiful property with garden
2022-01-21,kraków,,1270518.77,pln,flat,realtor,110.71,6,2.0,,False,False,True,False,False,False,False,True,False,False,Flat | 6 rooms | 110m²,Beautiful property with terrace
2023-08-17,kraków,biezanow,566746.43,pln,flat,realtor,20.0,1,,,False,True,False,False,False,False,False,False,False,False,Flat | 1 rooms | 20m² | Biezanow,
2023-03-30,kraków,debniki,640901.41,pln,flat,realtor,60.59,2,2.0,street,False,False,False,True,False,False,False,False,False,False,Flat | 2 rooms | 60m² | Debniki,Well-maintained property in great location
2023-05-01,kraków,krowodrza,873339.32,pln,flat,realtor,68.18,3,,garage,False,True,True,False,True,False,False,False,False,True,Flat | 3 rooms | 68m² | Krowodrza,"Beautiful property with balcony, terrace, new construction"
2022-01-30,kraków,krowodrza,1219035.16,pln,flat,realtor,80.27,4,1.0,,True,True,False,False,False,False,True,False,False,False,Flat | 4 rooms | 80m² | Krowodrza,"Beautiful property with garden, balcony"
2024-04-05,kraków,wzgorza krzeslawickie,809995.79,pln,flat,realtor,70.49,4,1.0,,True,True,True,False,False,False,False,False,False,False,Flat | 4 rooms | 70m² | Wzgorza Krzeslawickie,"Beautiful property with garden, balcony, terrace"
2022-07-18,kraków,biezanow,755930.58,pln,flat,realtor,55.77,2,,,True,True,True,False,False,False,False,False,False,False,Flat | 2 rooms | 55m² | Biezanow,"Beautiful property with garden, balcony, terrace"
2022-04-17,kraków,wzgorza krzeslawickie,754200.14,pln,flat,,92.31,3,1.0,,False,True,False,False,True,False,False,False,False,False,Flat | 3 rooms | 92m² | Wzgorza Krzeslawickie,"Beautiful property with balcony, new construction"
2022-03-13,kraków,borek falecki,631822.45,pln,flat,realtor,43.32,1,,no parking,True,False,False,True,False,False,False,False,False,False,Flat | 1 rooms | 43m² | Borek Falecki,Beautiful property with garden
2023-06-01,kraków,prokocim,655050.36,pln,flat,realtor,36.49,1,,garage,True,False,True,False,False,False,False,False,True,False,Flat | 1 rooms | 36m² | Prokocim,"Beautiful property with garden, terrace"
2024-02-06,kraków,czyzyny,587585.14,pln,flat,realtor,36.91,1,,,False,False,False,False,True,False,False,False,True,False,Flat | 1 rooms | 36m² | Czyzyny,Beautiful property with new construction
2024-09-05,kraków,zwierzyniec,950991.85,pln,,realtor,91.59,3,1.0,garage,False,False,False,True,False,False,False,False,False,False,3 rooms | 91m² | Zwierzyniec,Well-maintained property in great location
2023-08-27,kraków,,968855.18,pln,flat,realtor,88.98,3,1.0,,False,True,False,True,False,False,False,False,False,False,Flat | 3 rooms | 88m²,Beautiful property with balcony
2023-04-02,kraków,,839829.69,pln,,realtor,100.07,4,,,True,False,False,False,False,False,False,False,True,False,4 rooms | 100m²,Beautiful property with garden
2022-10-08,kraków,mistrzejowice,485233.43,pln,flat,owner,50.56,3,,no parking,False,False,False,True,False,False,False,False,False,False,Flat | 3 rooms | 50m² | Mistrzejowice,Well-maintained property in great location
2024-03-18,kraków,,659564.06,pln,flat,owner,90.19,4,,street,True,True,False,True,True,False,False,False,True,False,Flat | 4 rooms | 90m²,"Beautiful property with garden, balcony, new construction"
2022-10-21,kraków,debniki,842182.36,pln,flat,realtor,42.56,2,,,False,True,False,True,False,False,False,False,False,False,Flat | 2 rooms | 42m² | Debniki,Beautiful property with balcony
2023-10-20,kraków,,450053.21,pln,house,owner,75.35,4,,street,False,False,False,False,True,False,False,False,True,True,House | 4 rooms | 75m²,
2023-10-03,kraków,,1007423.1,pln,flat,realtor,109.77,4,2.0,,False,False,False,False,False,False,False,False,False,False,Flat | 4 rooms | 109m²,Well-maintained property in great location
2024-12-19,,,755672.77,pln,flat,realtor,65.71,2,,,False,False,False,False,False,False,False,False,False,False,Flat | 2 rooms | 65m²,Well-maintained property in great location
2023-03-16,kraków,,794930.36,pln,house,owner,169.79,5,2.0,garage,False,False,True,False,True,False,False,False,False,False,House | 5 rooms | 169m²,"Beautiful property with terrace, new construction"
2024-08-02,kraków,borek falecki,571357.02,pln,flat,realtor,38.58,2,1.0,,False,True,False,False,True,True,False,True,False,True,Flat | 2 rooms | 38m² | Borek Falecki,"Beautiful property with balcony, new construction"
2022-03-17,kraków,zwierzyniec,1084223.64,pln,flat,realtor,42.78,2,1.0,,False,False,False,True,False,False,True,False,False,False,Flat | 2 rooms | 42m² | Zwierzyniec,Well-maintained property in great location
2023-02-16,kraków,pradnik czerwony,739943.56,pln,house,realtor,66.64,3,1.0,,False,False,False,False,False,True,False,False,False,False,House | 3 rooms | 66m² | Pradnik Czerwony,Well-maintained property in great location
2022-12-25,kraków,pradnik czerwony,548009.59,pln,flat,realtor,31.85,2,,,False,False,False,False,False,False,False,False,False,False,Flat | 2 rooms | 31m² | Pradnik Czerwony,Well-maintained property in great location
2023-01-12,kraków,,769601.92,pln,flat,realtor,72.86,4,,,False,False,False,False,False,False,False,False,False,False,Flat | 4 rooms | 72m²,Well-maintained property in great location
2023-04-09,kraków,borek falecki,757608.07,pln,flat,realtor,68.7,3,2.0,,False,False,False,False,False,False,False,False,False,False,Flat | 3 rooms | 68m² | Borek Falecki,Well-maintained property in great location
2023-08-23,kraków,,773137.22,pln,flat,realtor,105.82,6,,street,False,True,False,False,False,False,False,False,True,False,Flat | 6 rooms | 105m²,Beautiful property with balcony
2022-05-14,,,829789.69,pln,flat,realtor,79.32,3,1.0,,True,False,False,True,True,False,False,False,False,False,Flat | 3 rooms | 79m²,"Beautiful property with garden, new construction"
2023-06-21,,,696658.27,pln,flat,realtor,38.26,1,1.0,covered,False,False,False,False,True,False,False,True,False,False,Flat | 1 rooms | 38m²,Beautiful property with new construction
2023-11-28,kraków,czyzyny,878789.86,pln,flat,realtor,48.28,2,1.0,garage,False,True,True,False,True,False,False,True,False,False,Flat | 2 rooms | 48m² | Czyzyny,"Beautiful property with balcony, terrace, new construction"
2024-04-18,kraków,,671749.78,pln,flat,realtor,37.97,1,,,False,False,True,True,True,False,False,False,False,False,Flat | 1 rooms | 37m²,"Beautiful property with terrace, new construction"
2024-07-26,kraków,podgorze,661378.68,pln,house,realtor,55.57,3,2.0,garage,False,False,False,False,True,False,False,False,False,False,House | 3 rooms | 55m² | Podgorze,Beautiful property with new construction
2023-12-15,kraków,,1121275.14,pln,flat,realtor,138.66,6,3.0,,False,True,False,False,False,True,False,False,True,False,Flat | 6 rooms | 138m²,Beautiful property with balcony
2024-08-05,kraków,bronowice,710672.85,pln,flat,realtor,49.81,1,1.0,covered,False,True,False,False,True,True,False,False,False,False,Flat | 1 rooms | 49m² | Bronowice,"Beautiful property with balcony, new construction"
2024-07-14,,czyzyny,896383.67,pln,flat,realtor,64.89,3,1.0,,False,False,False,False,False,False,False,True,False,False,Flat | 3 rooms | 64m² | Czyzyny,Well-maintained property in great location
2022-07-22,kraków,podgorze duchackie,551285.44,pln,flat,realtor,42.65,2,,garage,False,False,False,True,False,True,False,False,False,False,Flat | 2 rooms | 42m² | Podgorze Duchackie,Well-maintained property in great location
2022-06-19,kraków,,878204.54,pln,flat,realtor,47.58,2,,,False,False,False,False,True,False,False,True,False,False,Flat | 2 rooms | 47m²,Beautiful property with new construction
2023-05-19,kraków,grzegorzki,560936.03,pln,flat,,36.87,2,2.0,garage,False,True,False,True,False,False,False,False,False,False,Flat | 2 rooms | 36m² | Grzegorzki,Beautiful property with balcony
2022-12-08,kraków,debniki,706223.16,pln,flat,realtor,20.0,1,1.0,,False,False,True,False,False,True,False,False,False,False,Flat | 1 rooms | 20m² | Debniki,Beautiful property with terrace
2023-03-29,kraków,,554869.12,pln,flat,realtor,20.0,1,1.0,garage,False,False,False,True,False,False,False,False,False,False,Flat | 1 rooms | 20m²,Well-maintained property in great location
2022-01-25,kraków,wzgorza krzeslawickie,502736.76,pln,flat,realtor,62.66,3,,,False,False,False,True,True,False,False,False,False,False,Flat | 3 rooms | 62m² | Wzgorza Krzeslawickie,Beautiful property with new construction
2022-06-13,kraków,prokocim,850629.12,pln,house,realtor,80.8,4,1.0,street,True,True,False,True,False,False,True,False,False,False,House | 4 rooms | 80m² | Prokocim,"Beautiful property with garden, balcony"
2022-09-06,kraków,stare miasto,1099648.1,pln,flat,realtor,48.54,2,1.0,,False,False,False,False,False,False,False,False,False,False,Flat | 2 rooms | 48m² | Stare Miasto,Well-maintained property in great location
2022-09-09,kraków,,552679.69,pln,house,realtor,42.5,2,1.0,garage,False,False,False,False,True,False,False,False,False,True,House | 2 rooms | 42m²,Beautiful property with new construction
2024-12-23,kraków,,835382.24,pln,flat,realtor,29.14,1,1.0,,False,True,False,True,False,False,False,False,False,False,Flat | 1 rooms | 29m²,Beautiful property with balcony
2023-05-18,kraków,,833156.25,pln,flat,realtor,20.0,1,1.0,,True,False,True,False,True,False,False,False,False,False,Flat | 1 rooms | 20m²,"Beautiful property with garden, terrace, new construction"
2024-05-31,kraków,swoszowice,624283.66,pln,flat,realtor,32.06,2,,,False,False,False,True,True,False,False,True,False,False,Flat | 2 rooms | 32m² | Swoszowice,Beautiful property with new construction
2024-09-25,kraków,,558694.14,pln,house,realtor,40.0,2,2.0,,False,False,False,True,False,False,False,False,False,True,House | 2 rooms | 40m²,Well-maintained property in great location
2022-10-02,kraków,podgorze,1073453.93,pln,house,realtor,76.58,3,2.0,,True,True,True,False,False,False,False,False,False,False,House | 3 rooms | 76m² | Podgorze,"Beautiful property with garden, balcony, terrace"
2024-02-14,kraków,,541905.06,pln,flat,realtor,32.52,2,,,False,True,False,True,True,False,False,False,False,False,Flat | 2 rooms | 32m²,"Beautiful property with balcony, new construction"
2024-04-24,kraków,pradnik bialy,672910.27,pln,flat,realtor,64.89,3,1.0,street,False,True,False,False,False,True,False,False,True,True,Flat | 3 rooms | 64m² | Pradnik Bialy,Beautiful property with balcony
2023-09-06,kraków,,1045065.93,pln,flat,realtor,73.04,3,2.0,,False,False,False,True,False,False,False,True,True,False,Flat | 3 rooms | 73m²,
2023-03-15,kraków,,445663.0,pln,flat,owner,35.05,2,1.0,street,False,False,False,False,True,False,False,False,True,False,Flat | 2 rooms | 35m²,Beautiful property with new construction
2023-07-09,kraków,podgorze duchackie,498562.89,pln,flat,realtor,37.04,2,2.0,street,False,False,False,False,False,False,False,False,False,False,Flat | 2 rooms | 37m² | Podgorze Duchackie,Well-maintained property in great location
2022-04-02,kraków,,721770.19,pln,flat,realtor,35.65,2,2.0,street,False,False,False,True,False,False,False,False,True,False,Flat | 2 rooms | 35m²,Well-maintained property in great location
2022-12-22,kraków,bronowice,488164.33,pln,flat,owner,23.59,1,1.0,,False,False,False,True,False,False,False,False,False,False,Flat | 1 rooms | 23m² | Bronowice,Well-maintained property in great location
2023-12-20,kraków,pradnik czerwony,655382.13,pln,flat,realtor,47.41,2,2.0,,False,False,False,False,False,False,False,False,False,False,Flat | 2 rooms | 47m² | Pradnik Czerwony,Well-maintained property in great location
2024-07-17,kraków,,625315.67,pln,flat,realtor,39.9,1,1.0,,True,True,False,True,True,False,False,False,False,False,Flat | 1 rooms | 39m²,
2024-02-25,kraków,podgorze,1052020.34,pln,flat,realtor,35.79,1,1.0,,False,True,False,False,False,False,False,True,False,False,Flat | 1 rooms | 35m² | Podgorze,Beautiful property with balcony
2024-12-06,,czyzyny,820654.38,pln,flat,realtor,84.07,4,,street,False,True,True,False,False,False,False,False,True,False,Flat | 4 rooms | 84m² | Czyzyny,"Beautiful property with balcony, terrace"
2023-03-16,kraków,debniki,797962.21,pln,flat,realtor,68.01,2,1.0,,False,True,False,False,True,True,False,False,False,False,Flat | 2 rooms | 68m² | Debniki,"Beautiful property with balcony, new construction"
2022-08-19,,,656074.3,pln,flat,realtor,55.65,2,1.0,,False,False,False,False,False,False,False,False,False,False,Flat | 2 rooms | 55m²,Well-maintained property in great location
2023-12-16,kraków,,662466.07,pln,flat,realtor,20.0,1,,street,False,False,False,True,False,False,False,True,False,False,Flat | 1 rooms | 20m²,Well-maintained property in great location
2022-03-13,kraków,,522273.27,pln,flat,,23.65,1,1.0,street,False,False,False,False,False,False,False,False,True,False,Flat | 1 rooms | 23m²,Well-maintained property in great location
2023-07-12,kraków,,718292.83,pln,flat,realtor,27.97,1,,,True,True,False,False,True,False,False,False,False,False,Flat | 1 rooms | 27m²,"Beautiful property with garden, balcony, new construction"
2023-09-26,kraków,borek falecki,570951.35,pln,flat,realtor,23.43,1,,,True,False,True,False,False,False,False,False,False,False,Flat | 1 rooms | 23m² | Borek Falecki,"Beautiful property with garden, terrace"
2024-08-30,kraków,,696741.82,pln,flat,realtor,25.19,1,,,False,True,False,False,False,False,True,False,True,False,Flat | 1 rooms | 25m²,Beautiful property with balcony
2023-09-04,kraków,,723258.54,pln,flat,realtor,62.94,2,,garage,False,False,True,False,False,False,False,False,False,False,Flat | 2 rooms | 62m²,
2024-12-28,kraków,,944724.93,pln,flat,realtor,33.81,2,,,True,True,True,False,False,False,False,False,False,False,Flat | 2 rooms | 33m²,"Beautiful property with garden, balcony, terrace"
2022-11-02,kraków,czyzyny,497599.32,pln,flat,,53.37,2,1.0,street,False,True,False,False,True,True,False,False,False,True,Flat | 2 rooms | 53m² | Czyzyny,"Beautiful property with balcony, new construction"
2023-04-30,kraków,bienczyce,695433.63,pln,house,,78.13,4,1.0,,True,True,False,False,True,False,False,False,False,False,House | 4 rooms | 78m² | Bienczyce,
2023-11-26,kraków,lagiewniki,675170.31,pln,flat,realtor,29.18,1,,,True,False,False,False,True,False,False,False,False,False,Flat | 1 rooms | 29m² | Lagiewniki,"Beautiful property with garden, new construction"
2022-02-23,kraków,,518465.43,pln,flat,realtor,42.58,2,2.0,garage,False,False,False,False,False,False,False,False,False,False,Flat | 2 rooms | 42m²,
2023-02-23,kraków,,580859.79,pln,flat,realtor,44.72,2,,street,False,False,False,False,False,False,False,False,False,False,Flat | 2 rooms | 44m²,Well-maintained property in great location
2022-02-21,kraków,,670796.07,pln,house,realtor,40.0,2,1.0,,False,False,False,False,False,False,False,False,False,False,House | 2 rooms | 40m²,Well-maintained property in great location
2022-12-09,kraków,wzgorza krzeslawickie,604478.04,pln,flat,owner,66.78,3,,,False,False,True,False,False,False,False,False,False,False,Flat | 3 rooms | 66m² | Wzgorza Krzeslawickie,Beautiful property with terrace
2022-10-24,kraków,swoszowice,587762.27,pln,flat,realtor,81.96,3,,garage,False,False,False,False,True,False,False,False,False,True,Flat | 3 rooms | 81m² | Swoszowice,Beautiful property with new construction
2022-02-01,kraków,,683756.02,pln,flat,realtor,20.0,1,1.0,,True,True,False,True,False,False,True,False,True,True,Flat | 1 rooms | 20m²,"Beautiful property with garden, balcony"
2022-02-04,kraków,,603253.18,pln,flat,realtor,21.03,1,1.0,,False,True,False,False,False,False,False,False,False,False,Flat | 1 rooms | 21m²,Beautiful property with balcony
2023-01-10,kraków,krowodrza,943758.41,pln,flat,realtor,54.83,3,,,True,True,False,True,False,False,False,False,True,False,Flat | 3 rooms | 54m² | Krowodrza,"Beautiful property with garden, balcony"
2023-09-07,kraków,,651679.31,pln,flat,realtor,55.54,2,1.0,garage,False,False,False,True,False,True,False,False,False,False,Flat | 2 rooms | 55m²,Well-maintained property in great location
2022-08-18,kraków,,1009562.51,pln,flat,realtor,26.49,1,,,False,True,True,True,False,False,False,True,False,False,Flat | 1 rooms | 26m²,"Beautiful property with balcony, terrace"
2022-12-16,kraków,bronowice,1118027.05,pln,flat,realtor,50.57,3,1.0,,False,False,False,False,True,True,True,True,False,False,Flat | 3 rooms | 50m² | Bronowice,Beautiful property with new construction
2024-09-07,kraków,zwierzyniec,1040003.87,pln,flat,realtor,84.02,4,2.0,,True,False,False,False,False,True,False,False,False,False,Flat | 4 rooms | 84m² | Zwierzyniec,
2022-01-20,kraków,,792225.97,pln,flat,,81.81,3,2.0,garage,True,True,False,True,True,False,False,False,False,False,Flat | 3 rooms | 81m²,"Beautiful property with garden, balcony, new construction"
2022-08-13,kraków,lagiewniki,692730.8,pln,flat,realtor,,1,1.0,,False,False,False,False,False,False,False,False,False,False,Flat | 1 rooms | 21m² | Lagiewniki,Well-maintained property in great location
2024-12-19,,czyzyny,911673.62,pln,flat,realtor,118.63,5,2.0,,False,False,False,True,False,False,False,False,True,False,Flat | 5 rooms | 118m² | Czyzyny,Well-maintained property in great location
2023-10-30,,,851716.39,pln,flat,realtor,44.4,1,,,False,True,False,False,True,False,True,False,False,False,Flat | 1 rooms | 44m²,
2024-12-16,kraków,,823486.2,pln,flat,realtor,27.85,1,,,True,False,False,True,False,False,False,False,False,False,Flat | 1 rooms | 27m²,Beautiful property with garden
2024-10-03,kraków,bronowice,1113143.62,pln,house,realtor,121.25,6,2.0,,False,True,True,True,True,False,False,False,False,False,House | 6 rooms | 121m² | Bronowice,
2022-02-12,kraków,zwierzyniec,835973.8,pln,flat,realtor,35.55,2,,street,True,False,True,False,False,True,False,False,False,False,Flat | 2 rooms | 35m² | Zwierzyniec,
2022-01-10,kraków,pradnik czerwony,791947.47,pln,flat,realtor,33.75,1,1.0,,False,False,False,False,True,False,False,True,False,False,Flat | 1 rooms | 33m² | Pradnik Czerwony,
2022-07-09,kraków,debniki,751922.35,pln,flat,realtor,61.0,3,2.0,,False,False,True,True,False,False,False,False,False,True,Flat | 3 rooms | 61m² | Debniki,Beautiful property with terrace
2024-12-25,,borek falecki,644125.42,pln,flat,realtor,50.03,2,1.0,,False,True,False,False,True,True,True,False,True,False,Flat | 2 rooms | 50m² | Borek Falecki,"Beautiful property with balcony, new construction"
2022-06-18,,swoszowice,880869.83,pln,flat,realtor,69.21,2,1.0,,False,False,False,False,True,False,False,True,False,False,Flat | 2 rooms | 69m² | Swoszowice,Beautiful property with new construction
2024-11-20,kraków,,517679.16,pln,flat,owner,44.05,2,2.0,garage,False,False,False,True,False,False,False,False,True,False,Flat | 2 rooms | 44m²,Well-maintained property in great location
2024-12-07,,,488908.17,pln,flat,realtor,48.03,2,1.0,,False,False,False,False,True,False,False,False,False,False,Flat | 2 rooms | 48m²,Beautiful property with new construction
2023-09-25,kraków,,738941.84,pln,flat,realtor,35.61,2,1.0,no parking,True,False,False,False,True,False,False,True,True,False,Flat | 2 rooms | 35m²,"Beautiful property with garden, new construction"
2023-07-23,kraków,,710220.42,pln,flat,realtor,42.18,1,,,False,True,False,False,True,False,False,False,True,False,Flat | 1 rooms | 42m²,"Beautiful property with balcony, new construction"
2024-04-08,kraków,,996664.57,pln,flat,,67.86,3,,,False,True,False,True,False,True,False,False,False,False,Flat | 3 rooms | 67m²,Beautiful property with balcony
2022-07-07,kraków,,1034714.6,pln,flat,realtor,56.49,2,,,False,True,False,False,True,False,False,True,False,False,Flat | 2 rooms | 56m²,
2024-03-11,kraków,zwierzyniec,959446.15,pln,flat,,50.68,3,2.0,,False,True,False,True,False,False,False,False,True,False,Flat | 3 rooms | 50m² | Zwierzyniec,Beautiful property with balcony
